Package,Name,Version,Architecture
com.lenglengyu.onewidgetpro,OneWidget-万能小组件【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.osmeiwu,OS美物Pro,0.0.1-1,iphoneos-arm
com.lenglengyu.paizsoutipro,拍照搜题【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.paizsoutipro-rootless,拍照搜题-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.pandorapro,Pandora【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.pandorapro-rootless,Pandora-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.passbycc-rootless,PassByCC-Rootless,1.0.7,iphoneos-arm64e
com.lenglengyu.pdfmpjex,PDF Mpjex【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.pdfmpjex-rootless,PDF Mpjex-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.pdfzhpro,PDF转换器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.peiyingfpro,配音工坊【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.peiyingfpro-rootless,配音工坊-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.periyinwangpro,配音王【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.periyinwangpro-rootless,配音王-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.personapro,Persona【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.personapro-rootless,Persona-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.phototextpro,海报工坊【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.picsartpro,Picsart美易【会员破解】,1.0.2,iphoneos-arm
com.lenglengyu.picsartpro-rootless,Picsart美易-Rootless【会员破解】,1.0.2K,iphoneos-arm64e
com.lenglengyu.picturerecognitionpro,拍照取字【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.piiicopro,Piiico-图片标注【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.piiicopro-rootless,Piiico-图片标注-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.pillow,Pillow自动睡眠追踪【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.pillow-rootless,Pillow自动睡眠追踪-Rootless【会员破解】,0.0.4,iphoneos-arm64e
com.lenglengyu.pipiyuyinpro,皮皮语音包【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.pipiyuyinpro-rootless,皮皮语音包-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.pixelancepro,Pixelance AI照片增强【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.pixelancepro-rootless,Pixelance AI照片增强-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.planefinderpro,Plane Finder【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.playdiarynoads,Hdo Play【去广告】,0.0.2,iphoneos-arm
com.lenglengyu.polar24pro,泼辣24【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.polar24pro-rootless,泼辣24-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.polarisofficepro,Polaris Office【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.popagraph,PopAGraph Pro,0.0.1,iphoneos-arm
com.lenglengyu.ppbianshengpro,PP变声器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.ppbianshengpro-rootless,PP变声器-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.ppicspro,PPics Pro,0.0.1,iphoneos-arm
com.lenglengyu.ppnote,时光手帐Pro,0.0.1,iphoneos-arm
com.lenglengyu.premiererushpro,Premiere Rush【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.prettyuppro,PrettyUp视频美化Pro,0.0.1,iphoneos-arm
com.lenglengyu.prettyuppro-rootless,PrettyUp视频美化Pro-Rootless,0.0.1,iphoneos-arm64e
com.lenglengyu.primalfolder2cn,PrimalFolder2汉化包,0.0.1-2,iphoneos-arm
com.lenglengyu.prismapro,Prisma Pro,0.0.1,iphoneos-arm
com.lenglengyu.privatealbumpro,加密相册Pro,0.0.1,iphoneos-arm
com.lenglengyu.privspace,隐私空间Pro,0.0.1,iphoneos-arm
com.lenglengyu.proknockoutpro,ProKnockout【会员破解】,2.0.0,iphoneos-arm
com.lenglengyu.proknockoutpro-rootless,ProKnockout-Rootless【会员破解】,2.0.0,iphoneos-arm64e
com.lenglengyu.prysmcn,Prysm Quart通用汉化包,0.0.2-1,iphoneos-arm
com.lenglengyu.psexpresspro,PS Express Pro,0.0.3,iphoneos-arm
com.lenglengyu.psexpresspro-rootless,PS Express Pro-Rootless【会员破解】,0.0.3,iphoneos-arm64e
com.lenglengyu.purelibropro,PureLibro阅读器【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.purelibropro-rootless,PureLibro阅读器-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.qfdjpro,清风DJ【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qfdjpro-rootless,清风DJ-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.qianyuepro,千阅【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qianyuepro-rootless,千阅-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.qiaoyingpro,巧影【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qifupro,起伏【会员破解】,0.0.1K,iphoneos-arm
com.lenglengyu.qingnhaibaopro,青柠海报设计【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qingnhaibaopro-rootless,青柠海报设计-Rootless【会员破解】,0.0.1,iphoneos-arm64
com.lenglengyu.qingshanpdfpro,轻闪PDF【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qingshanpdfpro-rootless,轻闪PDF-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.qingtupro,轻图【会员破解】,0.0.3K,iphoneos-arm
com.lenglengyu.qingtupro-rootless,轻图-Rootless【会员破解】,0.0.6,iphoneos-arm64e
com.lenglengyu.qingyuepro-rootless,轻阅-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.qmxspro,全民小说Pro,0.0.1,iphoneos-arm
com.lenglengyu.qmzujianpro,奇妙组件【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.qmzujianpro-rootless,奇妙组件-Rootless【会员破解】,0.0.2,iphoneos-arm64
com.lenglengyu.qnqushuiyinpro,全能去水印【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qnsmwpro,全能扫描王【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qnynojb,黔农云【屏蔽越狱检测】,0.0.1,iphoneos-arm
com.lenglengyu.qqgamenoads,QQ小程序去广告,0.0.1,iphoneos-arm
com.lenglengyu.qrcodesqc,二维码生成器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.qrcodesqc-rootless,二维码生成器-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.qrxspro,奇热小说Pro,0.0.2,iphoneos-arm
com.lenglengyu.qsydspro,去水印大师【订阅破解】,0.0.1,iphoneos-arm
com.lenglengyu.quanxnolimit,Quantumult X【去除设备限制】,0.0.1,iphoneos-arm
com.lenglengyu.quanxnolimit-rootless,圈叉去除共享限制-Rootless,0.0.1K,iphoneos-arm64
com.lenglengyu.quddongpro,趣动Pro,0.0.1,iphoneos-arm
com.lenglengyu.quickartpro,Quickart Pro,0.0.1,iphoneos-arm
com.lenglengyu.qukadianpro,趣卡点【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.quting,去听Pro,0.0.1,iphoneos-arm
com.lenglengyu.quvideo,趣影Pro,0.0.1,iphoneos-arm
com.lenglengyu.qyxjpro,轻颜相机【会员破解】,1.1.0,iphoneos-arm
com.lenglengyu.qyxjpro-rootless,轻颜相机-Rootless【会员破解】,1.1.0K,iphoneos-arm64e
com.lenglengyu.qzmhspro,茄子漫画社无限看,0.0.5,iphoneos-arm
com.lenglengyu.qzmhspro-rootless,茄子漫画社无限看-Rootless,0.0.5K,iphoneos-arm64
com.lenglengyu.qzyunpannoad,茄子云盘去广告,0.0.1,iphoneos-arm
com.lenglengyu.recordingfactorypro,录音机【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.recshotpro,RecShotPro,0.0.1,iphoneos-arm
com.lenglengyu.relenspro,Relens专业摄像机【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.relenspro-rootless,Relens专业摄像机-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.removalfreepro,图片消除【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.removalfreepro-rootless,图片消除-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.reprovisioncn,ReProvision汉化包,0.0.1-7,iphoneos-arm
com.lenglengyu.revivapro-rootless,Reviva-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.ringtones,铃声和动态壁纸Pro,0.0.1,iphoneos-arm
com.lenglengyu.rjddpro,人教点读Pro,0.0.1,iphoneos-arm
com.lenglengyu.rockfit,即刻运动Pro,0.0.1,iphoneos-arm
com.lenglengyu.rollcappro,Rollcap Pro,0.0.1,iphoneos-arm
com.lenglengyu.routefakerx,RouteFakerX破解版,2.9-1,iphoneos-arm
com.lenglengyu.rrqumanpro,人人趣漫【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.rrqumanpro-rootless,人人趣漫-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.rzjthbpro,R&Z阶梯绘本【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.rzjthbpro-rootless,R&Z阶梯绘本-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.s2,s2【破解版】,0.5.2,iphoneos-arm
com.lenglengyu.saomiaowangpro,扫描王【会员破解】,0.0.1K,iphoneos-arm
com.lenglengyu.saomiaowpro,扫描王【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.saomiaowpro-rootless,扫描王-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.scannerpro,Scanner Pro-证件扫描仪&文字识别【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.scannerpro-rootless,Scanner Pro-证件扫描仪&文字识别-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.scanpro,极简扫描Pro,0.0.1,iphoneos-arm
com.lenglengyu.scljy,删除垃圾源残留,0.0.2,iphoneos-arm
com.lenglengyu.scsbspro,宋词三百首Pro,0.0.1,iphoneos-arm
com.lenglengyu.senplayerpro-rootless,SenPlayer-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.serverbeepro,ServerBee-多系统监控&SSH终端【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.serverbeepro-rootless,ServerBee多系统监控&SSH终端-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.servercatpro,ServerCat-Linux监控 & SSH终端【会员破解】,1.0.5,iphoneos-arm
com.lenglengyu.servercatpro-rootless,ServerCat-Linux监控 & SSH终端Rootless【会员破解】,1.0.5,iphoneos-arm64e
com.lenglengyu.shanjipro,禅记【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.shanjipro-rootless,禅记-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.shannianpro,闪念【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.shannianpro-rootless,闪念-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.shaoniandedaopro,少年得到【收费破解】,0.0.1,iphoneos-arm
com.lenglengyu.shaoniandedaopro-rootless,少年得到-Rootless【收费破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.shejidedaopro-rootless,设计得到-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.shenqibzpro,神奇壁纸【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.shijianxjpro,时间相机【解锁专业版】,0.0.1,iphoneos-arm
com.lenglengyu.shortvideodl,短视频助手,2.1.6,iphoneos-arm
com.lenglengyu.shortvideodl-rootless,短视频助手-Rootless,2.1.6,iphoneos-arm64e
com.lenglengyu.shouqu,收趣Pro,0.0.1,iphoneos-arm
com.lenglengyu.showmuse,ShowMuse秀妙Pro,1.0.1,iphoneos-arm
com.lenglengyu.shuiqiangspro,睡前故事大全【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.shuiqiangspro-rootless,睡前故事大全-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.shuiyinbaopro,水印宝【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.shuiyinbaopro-rootless,水印宝-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.siliquacn,Siliqua Pro汉化包,0.0.1-6,iphoneos-arm
com.lenglengyu.skbnojb,收款宝MAX【屏蔽越狱检测】,0.0.1,iphoneos-arm
com.lenglengyu.skitty.ersatz,Ersatz-Rootless,1.0,iphoneos-arm64
com.lenglengyu.sleepcyclepro,Sleep Cycle Pro,0.0.1,iphoneos-arm
com.lenglengyu.sleepcyclepro-rootless,Sleep Cycle Pro-Rootless,0.0.1,iphoneos-arm64
com.lenglengyu.sleepmonitorpro,睡眠监测【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.sleeppro,Sleep优质睡眠助手【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.sleeppro-rootless,Sleep优质睡眠助手-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.slideboxhook,Slidebox Pro,0.0.1,iphoneos-arm
com.lenglengyu.smartalarmhook,晚安Pro,0.0.1,iphoneos-arm
com.lenglengyu.smartcleaner,Smart Cleaner Pro,0.0.1,iphoneos-arm
com.lenglengyu.smarttapx,SmartTap XS破解版,0.5-2,iphoneos-arm
com.lenglengyu.smarttapx-rootless,SmartTap XS破解版-Rootless,0.5-2,iphoneos-arm64
com.lenglengyu.smzhuizongpro,睡眠追踪【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.smzhuizongpro-rootless,睡眠追踪-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.solasppro,沙拉视频Pro,0.0.1-1,iphoneos-arm
com.lenglengyu.sorted3pro,Sorted³【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.soundmaker,配音Pro,0.0.1,iphoneos-arm
com.lenglengyu.soutipro,搜题【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.soutipro-rootless,搜题-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.soutushenqipro,搜图神器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.soutushenqipro-rootless,搜图神器-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.spbjjlpro,视频编辑精灵【会员破解】,0.0.1K,iphoneos-arm
com.lenglengyu.spbjxpro,视频编辑秀【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.spbjxpro-rootless,视频编辑秀-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.spectrogramcn,Spectrogram汉化包,0.0.1,iphoneos-arm
com.lenglengyu.speedtestpro,网速测试大师【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.speedtestpro-rootless,网速测试大师-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.sqyuedupro,山丘阅读【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.sqyuedupro-rootless,山丘阅读-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.srjsjlbpro,私人健身教练Pro,0.0.1,iphoneos-arm
com.lenglengyu.srjsjlbpro-rootless,私人健身教练-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.ssjnoads,随手记去广告,0.0.2,iphoneos-arm
com.lenglengyu.ssshotpro,滚动截图Pro,0.0.1,iphoneos-arm
com.lenglengyu.ssshotpro-rootless,滚动截图Pro-Rootless,0.0.1,iphoneos-arm64
com.lenglengyu.sstranslatepro,随手翻译【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.ssxzpro,松鼠下载Pro,0.0.2,iphoneos-arm
com.lenglengyu.ssxzpro-rootless,松鼠下载-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.staypro-rootless,Stay-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.storeswitcher2-rootless,StoreSwitcher-Rootless账号切换,1.0.2,iphoneos-arm64
com.lenglengyu.stormsnifferpro,StormSniffer-抓包工具【会员破解】,0.0.6,iphoneos-arm
com.lenglengyu.stormsnifferpro-rootless,StormSniffer-抓包工具-Rootless【会员破解】,0.0.6K,iphoneos-arm64e
com.lenglengyu.sucaibaopro-rootless,素材宝-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.superplannerpro-rootless,SuperPlanner每日计划-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.supinpro,速拼【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.supinpro-rootless,速拼-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.surgepro,Surge【高级版】,0.0.3,iphoneos-arm
com.lenglengyu.swancampro,Swan Cam【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.swancampro-rootless,Swan Cam-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.sxdspro,三享读书Pro,0.0.1,iphoneos-arm
com.lenglengyu.sygzspro,水印工作室Pro,0.0.1,iphoneos-arm
com.lenglengyu.syjfmpro,收音机Pro,0.0.1,iphoneos-arm
com.lenglengyu.sznsbanknojb,深圳农商银行【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.taiopro,Taio - Markdown编辑器【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.taiopro-rootless,Taio - Markdown编辑器-Rootless【会员破解】,0.0.2K,iphoneos-arm64e
com.lenglengyu.takeidphotopro,证件照制作【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.tan8pro,弹琴吧Pro,0.0.1,iphoneos-arm
com.lenglengyu.taotupro,淘图【解锁高清】,0.0.1,iphoneos-arm
com.lenglengyu.taoxiaoshuopro,淘小说【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.taoxiaoshuopro-rootless,淘小说-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.tayanpro,他颜Manlook【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.tayanpro-rootless,他颜Manlook-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.teakpro,Teak浏览器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.teakpro-rootless,Teak浏览器-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.tempopro,Tempo Pro,0.0.1,iphoneos-arm
com.lenglengyu.textocr3pro,文字识别【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.textocr3pro-rootless,文字识别-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.texttospeechpro-rootless,语音合成助手-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.tfappbundleid,TestFlight BundleId,0.0.1,iphoneos-arm
com.lenglengyu.thornojb,Thor屏蔽检测,0.0.2,iphoneos-arm
com.lenglengyu.ticiqpro,提词器Pro,0.0.1-1,iphoneos-arm
com.lenglengyu.tingshu,有声小说Pro,0.0.1,iphoneos-arm
com.lenglengyu.tnajpro,铁牛爱经Pro,0.0.3,iphoneos-arm
com.lenglengyu.tnajpro-rootless,铁牛爱经-Rootless【会员破解】,0.0.3K,iphoneos-arm64e
com.lenglengyu.tonebandsetpro,铃声大师【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.torchlightpro,手电筒【解锁订阅】,0.0.1,iphoneos-arm
com.lenglengyu.totexttoolpro,视频转文本【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.tphcqpro,图片合成器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.tphcqpro-rootless,图片合成器-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.translatepro,实时翻译【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.translationpro,实时翻译官【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.translationpro-rootless,实时翻译官-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.ttpyqpro,天天朋友圈Pro,0.0.1,iphoneos-arm
com.lenglengyu.ttpyqpro-rootless,天天朋友圈Pro-Rootless,0.0.1,iphoneos-arm64
com.lenglengyu.tutujzpro,图图记账【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.tutujzpro-rootless,图图记账-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.tvmirrorpro,TV Mirror-投屏软件【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.tvmirrorpro-rootless,TV Mirror-投屏软件-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.txspnoads,腾讯视频去广告,0.0.1,iphoneos-arm
com.lenglengyu.typeonpro,TypeOn键盘翻译【会员破解】,0.0.1K,iphoneos-arm
com.lenglengyu.typeonpro-rootless,TypeOn键盘翻译-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.udictionarypro,U-Dictionary Pro,0.0.1,iphoneos-arm
com.lenglengyu.unarchiverpro,解压缩专家【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.unfoldpro,Unfold【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.unfoldpro-rootless,Unfold-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.unidreampro,Uni Dream-AI绘画【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.unidreampro-rootless,Uni Dream-AI绘画-Rootless【会员破解】,0.0.4,iphoneos-arm64e
com.lenglengyu.unionpaynojb,云闪付【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.unionpro,Union Pro,0.0.2,iphoneos-arm
com.lenglengyu.uppro,Mr.Up Pro,0.0.1,iphoneos-arm
com.lenglengyu.varlenspro,Varlens相机【会员破解】,0.0.4,iphoneos-arm
com.lenglengyu.varlenspro-rootless,Varlens相机-Rootless【会员破解】,0.0.4,iphoneos-arm64e
com.lenglengyu.vditpro,VDIT-视频编辑【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.vditpro-rootless,VDIT视频编辑-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.videodownloader,网页视频下载器破解版,2.6.2K,iphoneos-arm
com.lenglengyu.videohelper,影视助手,2.7.5,iphoneos-arm
com.lenglengyu.videohelper-rootless,影视助手-Rootless,2.7.5,iphoneos-arm64e
com.lenglengyu.videototextpro,视频转文字【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.vidhubpro,VidHub【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.vidhubpro-rootless,VidHub-Rootless【会员破解】,0.0.3,iphoneos-arm64e
com.lenglengyu.vidoopro,一键成片-Vidoo【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.vitpro,Vit-视频拼图拼接工具【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.vitpro-rootless,Vit-视频拼图拼接工具-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.vivacutpro,VivaCut Pro,0.0.1,iphoneos-arm
com.lenglengyu.vmoonpro,Vmoon Pro,0.0.1,iphoneos-arm
com.lenglengyu.vnvideopro,VN Video Editor视频编辑【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.vnvideopro-rootless,VN Video Editor视频编辑-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.voicechangerpro,变声器【会员破解】,0.0.3,iphoneos-arm
com.lenglengyu.voicechangerpro-rootless,变声器-Rootless【会员破解】,0.0.3,iphoneos-arm64
com.lenglengyu.voicechangerx,VoiceChanger XS破解版 (iOS 11 to 16),2.4-10K,iphoneos-arm
com.lenglengyu.voicechangerx-rootless,VoiceChanger XS破解版-Rootless (iOS 11 to 16),2.4-3K,iphoneos-arm64
com.lenglengyu.voicepacketpro,语音包变声器【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.voicepro,语音文字转换器【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.voicetranslationhook,出国翻译官Pro,0.0.1,iphoneos-arm
com.lenglengyu.vpnplus,VPN Plus【VPN助手】,3.0.0,iphoneos-arm
com.lenglengyu.vpnplus-rootless,VPN Plus-Rootless【VPN助手】,3.0.0,iphoneos-arm64e
com.lenglengyu.vscopro,VSCO Pro,0.0.5,iphoneos-arm
com.lenglengyu.vscopro-rootless,VSCO-Rootless【会员破解】,0.0.5K,iphoneos-arm64e
com.lenglengyu.wakepro,Wake Pro,0.0.2,iphoneos-arm
com.lenglengyu.wastecatpro,拦截猫【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.wastecatpro-rootless,拦截猫-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.watermarkcameranoads,水印相机去广告,0.0.1,iphoneos-arm
com.lenglengyu.webannojb,微众银行【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.wechatipad,微信伪装iPad客户端,0.0.1,iphoneos-arm
com.lenglengyu.weihaohezipro,微号盒子【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.weihaohezipro-rootless,微号盒子-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.weishangbijipro,微商笔记【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.weishangbijipro-rootless,微商笔记-Rootless【会员破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.wenangoupro,文案狗【订阅破解】,0.0.1,iphoneos-arm
com.lenglengyu.wenangoupro-rootless,文案狗-Rootless【订阅破解】,0.0.1K,iphoneos-arm64e
com.lenglengyu.wenanjlpro,文案精灵Pro,0.0.1,iphoneos-arm
com.lenglengyu.wenzisbsmwpro,风云扫描王【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.widgypro,Widgy【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.widgypro-rootless,Widgy-Rootless【会员破解】,0.0.1,iphoneos-arm64e
com.lenglengyu.windy,Windy天气预报【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.windy-rootless,Windy天气预报-Rootless【会员破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.winkpro,Wink【会员破解】,0.0.3,iphoneos-arm
com.lenglengyu.winkpro-rootless,Wink-Rootless【会员破解】,0.0.3K,iphoneos-arm64
com.lenglengyu.wkqwvip,悟饭趣玩Pro,0.0.2,iphoneos-arm
com.lenglengyu.wmshurufapro,微脉输入法【会员破解】,0.0.2,iphoneos-arm
com.lenglengyu.wmshurufapro-rootless,微脉输入法-Rootless【会员破解】,0.0.2,iphoneos-arm64
com.lenglengyu.wonsmpro,蜗牛睡眠Pro,0.0.1,iphoneos-arm
com.lenglengyu.woxhnojb,沃小号【屏蔽越狱】,0.0.1,iphoneos-arm
com.lenglengyu.wpsofficepro,WPS Office【不完美破解】,0.0.2,iphoneos-arm
com.lenglengyu.wpsofficepro-rootless,WPS Office-Rootless【不完美破解】,0.0.2,iphoneos-arm64e
com.lenglengyu.wsjtxpro,微商截图秀【会员破解】,0.0.1,iphoneos-arm
com.lenglengyu.wspsqpro,微视频神器Pro,0.0.1,iphoneos-arm
com.lenglengyu.wssyxjro-rootless,微脉水印相机-Rootless【会员破解】,0.0.3K,iphoneos-arm64e
com.lenglengyu.wufanlxpro,悟饭乐享【会员破解】,0.0.1,iphoneos-arm
